quote_date,expiration,option_type,rows,monotonicity_violations,convexity_violations,calendar_violations
2025-10-27,2025-10-27,put,135,0,4,0
2025-10-27,2025-10-28,call,135,0,7,0
2025-10-27,2025-10-28,put,135,0,8,0
2025-10-27,2025-10-29,call,135,0,11,0
2025-10-27,2025-10-29,put,135,0,10,0
2025-10-27,2025-10-30,call,135,0,13,0
2025-10-27,2025-10-30,put,135,0,7,0
2025-10-27,2025-10-31,call,264,0,14,0
2025-10-27,2025-10-31,put,264,0,6,0
2025-10-27,2025-11-03,call,103,0,12,0
2025-10-27,2025-11-03,put,103,0,2,0
2025-10-27,2025-11-04,call,103,0,10,0
2025-10-27,2025-11-04,put,103,0,0,0
2025-10-27,2025-11-05,call,103,0,10,0
2025-10-27,2025-11-05,put,103,0,0,0
2025-10-27,2025-11-06,call,103,0,5,0
2025-10-27,2025-11-06,put,103,0,0,0
2025-10-27,2025-11-07,call,139,0,6,0
2025-10-27,2025-11-07,put,139,0,2,0
2025-10-27,2025-11-10,call,30,0,10,0
2025-10-27,2025-11-10,put,30,0,12,0
2025-10-27,2025-11-14,call,136,0,6,0
2025-10-27,2025-11-14,put,136,0,1,0
2025-10-27,2025-11-21,call,174,0,12,0
2025-10-27,2025-11-21,put,174,0,0,0
2025-10-27,2025-11-28,call,237,0,4,0
2025-10-27,2025-11-28,put,237,0,0,0
2025-10-27,2025-12-05,call,104,0,9,0
2025-10-27,2025-12-05,put,104,0,5,0
2025-10-27,2025-12-19,call,172,0,11,0
2025-10-27,2025-12-19,put,172,0,16,0
2025-10-27,2025-12-31,call,228,0,11,0
2025-10-27,2025-12-31,put,228,0,0,0
2025-10-27,2026-01-16,call,127,0,22,0
2025-10-27,2026-01-16,put,127,0,16,0
2025-10-27,2026-01-30,call,217,0,5,0
2025-10-27,2026-01-30,put,217,0,0,0
2025-10-27,2026-02-20,call,94,0,23,0
2025-10-27,2026-02-20,put,94,0,11,0
2025-10-27,2026-02-27,call,153,0,20,0
2025-10-27,2026-02-27,put,153,0,4,0
2025-10-27,2026-03-20,call,122,0,23,0
2025-10-27,2026-03-20,put,122,0,11,0
2025-10-27,2026-03-31,call,158,0,19,0
2025-10-27,2026-03-31,put,158,0,5,0
2025-10-27,2026-04-30,call,127,0,10,0
2025-10-27,2026-04-30,put,127,0,5,0
2025-10-27,2026-06-18,call,126,0,19,0
2025-10-27,2026-06-18,put,126,0,2,0
2025-10-27,2026-06-30,call,158,0,14,0
2025-10-27,2026-06-30,put,158,0,0,0
2025-10-27,2026-09-18,call,120,0,7,0
2025-10-27,2026-09-18,put,120,0,0,0
2025-10-27,2026-09-30,call,158,0,0,0
2025-10-27,2026-09-30,put,158,0,0,0
2025-10-27,2026-12-18,call,140,0,0,0
2025-10-27,2026-12-18,put,140,0,0,0
2025-10-27,2027-01-15,call,161,0,0,0
2025-10-27,2027-01-15,put,161,0,0,0
2025-10-27,2027-03-19,call,66,0,18,0
2025-10-27,2027-03-19,put,66,0,0,0
2025-10-27,2027-06-17,call,161,0,0,0
2025-10-27,2027-06-17,put,161,0,0,0
2025-10-27,2027-12-17,call,162,0,0,0
2025-10-27,2027-12-17,put,162,0,0,0
2025-10-27,2028-01-21,call,162,0,0,0
2025-10-27,2028-01-21,put,162,0,0,0
2025-10-28,2025-10-28,call,143,0,4,0
2025-10-28,2025-10-28,put,143,0,3,0
2025-10-28,2025-10-29,call,143,0,12,0
2025-10-28,2025-10-29,put,143,0,10,0
2025-10-28,2025-10-30,call,143,0,9,0
2025-10-28,2025-10-30,put,143,0,6,0
2025-10-28,2025-10-31,call,264,0,11,0
2025-10-28,2025-10-31,put,264,0,6,0
2025-10-28,2025-11-03,call,117,0,7,0
2025-10-28,2025-11-03,put,117,0,1,0
2025-10-28,2025-11-04,call,117,0,9,0
2025-10-28,2025-11-04,put,117,0,1,0
2025-10-28,2025-11-05,call,117,0,7,0
2025-10-28,2025-11-05,put,117,0,0,0
2025-10-28,2025-11-06,call,117,0,3,0
2025-10-28,2025-11-06,put,117,0,0,0
2025-10-28,2025-11-07,call,158,0,4,0
2025-10-28,2025-11-07,put,158,0,0,0
2025-10-28,2025-11-10,call,107,0,4,0
2025-10-28,2025-11-10,put,107,0,2,0
2025-10-28,2025-11-11,call,30,0,12,0
2025-10-28,2025-11-11,put,30,0,11,0
2025-10-28,2025-11-14,call,144,0,5,0
2025-10-28,2025-11-14,put,144,0,1,0
2025-10-28,2025-11-21,call,178,0,7,0
2025-10-28,2025-11-21,put,178,0,0,0
2025-10-28,2025-11-28,call,237,0,6,0
2025-10-28,2025-11-28,put,237,0,0,0
2025-10-28,2025-12-05,call,112,0,7,0
2025-10-28,2025-12-05,put,112,0,1,0
2025-10-28,2025-12-19,call,235,0,8,0
2025-10-28,2025-12-19,put,235,0,0,0
2025-10-28,2025-12-31,call,228,0,10,0
2025-10-28,2025-12-31,put,228,0,0,0
2025-10-28,2026-01-16,call,127,0,19,0
2025-10-28,2026-01-16,put,127,0,12,0
2025-10-28,2026-01-30,call,217,0,4,0
2025-10-28,2026-01-30,put,217,0,0,0
2025-10-28,2026-02-20,call,94,0,20,0
2025-10-28,2026-02-20,put,94,0,8,0
2025-10-28,2026-02-27,call,153,0,17,0
2025-10-28,2026-02-27,put,153,0,5,0
2025-10-28,2026-03-20,call,122,0,16,0
2025-10-28,2026-03-20,put,122,0,5,0
2025-10-28,2026-03-31,call,158,0,13,0
2025-10-28,2026-03-31,put,158,0,0,0
2025-10-28,2026-04-30,call,127,0,9,0
2025-10-28,2026-04-30,put,127,0,1,0
2025-10-28,2026-06-18,call,126,0,6,0
2025-10-28,2026-06-18,put,126,0,0,0
2025-10-28,2026-06-30,call,158,0,0,0
2025-10-28,2026-06-30,put,158,0,0,0
2025-10-28,2026-09-18,call,120,0,0,0
2025-10-28,2026-09-18,put,120,0,0,0
2025-10-28,2026-09-30,call,158,0,0,0
2025-10-28,2026-09-30,put,158,0,0,0
2025-10-28,2026-12-18,call,140,0,0,0
2025-10-28,2026-12-18,put,140,0,0,0
2025-10-28,2027-01-15,call,161,0,0,0
2025-10-28,2027-01-15,put,161,0,0,0
2025-10-28,2027-03-19,call,66,0,10,0
2025-10-28,2027-03-19,put,66,0,0,0
2025-10-28,2027-06-17,call,161,0,0,0
2025-10-28,2027-06-17,put,161,0,0,0
2025-10-28,2027-12-17,call,162,0,0,0
2025-10-28,2027-12-17,put,162,0,0,0
2025-10-28,2028-01-21,call,162,0,0,0
2025-10-28,2028-01-21,put,162,0,0,0
2025-10-29,2025-10-29,call,143,0,8,0
2025-10-29,2025-10-29,put,143,0,8,0
2025-10-29,2025-10-30,call,146,0,8,0
2025-10-29,2025-10-30,put,146,0,2,0
2025-10-29,2025-10-31,call,266,0,5,0
2025-10-29,2025-10-31,put,266,0,0,0
2025-10-29,2025-11-03,call,117,0,0,0
2025-10-29,2025-11-03,put,117,0,0,0
2025-10-29,2025-11-04,call,117,0,0,0
2025-10-29,2025-11-04,put,117,0,0,0
2025-10-29,2025-11-05,call,117,0,0,0
2025-10-29,2025-11-05,put,117,0,0,0
2025-10-29,2025-11-06,call,117,0,1,0
2025-10-29,2025-11-06,put,117,0,0,0
2025-10-29,2025-11-07,call,158,0,2,0
2025-10-29,2025-11-07,put,158,0,0,0
2025-10-29,2025-11-10,call,107,0,2,0
2025-10-29,2025-11-10,put,107,0,1,0
2025-10-29,2025-11-11,call,107,0,2,0
2025-10-29,2025-11-11,put,107,0,2,0
2025-10-29,2025-11-12,call,30,0,11,0
2025-10-29,2025-11-12,put,30,0,10,0
2025-10-29,2025-11-14,call,146,0,5,0
2025-10-29,2025-11-14,put,146,0,0,0
2025-10-29,2025-11-21,call,178,0,4,0
2025-10-29,2025-11-21,put,178,0,0,0
2025-10-29,2025-11-28,call,239,0,4,0
2025-10-29,2025-11-28,put,239,0,0,0
2025-10-29,2025-12-05,call,114,0,7,0
2025-10-29,2025-12-05,put,114,0,0,0
2025-10-29,2025-12-19,call,235,0,7,0
2025-10-29,2025-12-19,put,235,0,0,0
2025-10-29,2025-12-31,call,229,0,8,0
2025-10-29,2025-12-31,put,229,0,0,0
2025-10-29,2026-01-16,call,127,0,17,0
2025-10-29,2026-01-16,put,127,0,7,0
2025-10-29,2026-01-30,call,219,0,1,0
2025-10-29,2026-01-30,put,219,0,0,0
2025-10-29,2026-02-20,call,94,0,15,0
2025-10-29,2026-02-20,put,94,0,0,0
2025-10-29,2026-02-27,call,154,0,12,0
2025-10-29,2026-02-27,put,154,0,0,0
2025-10-29,2026-03-20,call,122,0,11,0
2025-10-29,2026-03-20,put,122,0,0,0
2025-10-29,2026-03-31,call,159,0,6,0
2025-10-29,2026-03-31,put,159,0,0,0
2025-10-29,2026-04-30,call,156,0,0,0
2025-10-29,2026-04-30,put,156,0,0,0
2025-10-29,2026-06-18,call,126,0,0,0
2025-10-29,2026-06-18,put,126,0,0,0
2025-10-29,2026-06-30,call,160,0,0,0
2025-10-29,2026-06-30,put,160,0,0,0
2025-10-29,2026-09-18,call,121,0,0,0
2025-10-29,2026-09-18,put,121,0,0,0
2025-10-29,2026-09-30,call,162,0,0,0
2025-10-29,2026-09-30,put,162,0,0,0
2025-10-29,2026-12-18,call,142,0,0,0
2025-10-29,2026-12-18,put,142,0,0,0
2025-10-29,2027-01-15,call,161,0,0,0
2025-10-29,2027-01-15,put,161,0,0,0
2025-10-29,2027-03-19,call,132,0,0,0
2025-10-29,2027-03-19,put,132,0,0,0
2025-10-29,2027-06-17,call,161,0,0,0
2025-10-29,2027-06-17,put,161,0,0,0
2025-10-29,2027-12-17,call,166,0,0,0
2025-10-29,2027-12-17,put,166,0,0,0
2025-10-29,2028-01-21,call,166,0,0,0
2025-10-29,2028-01-21,put,166,0,0,0
2025-10-30,2025-10-30,call,146,0,7,0
2025-10-30,2025-10-30,put,146,0,7,0
2025-10-30,2025-10-31,call,267,0,10,0
2025-10-30,2025-10-31,put,267,0,2,0
2025-10-30,2025-11-03,call,117,0,10,0
2025-10-30,2025-11-03,put,117,0,0,0
2025-10-30,2025-11-04,call,117,0,8,0
2025-10-30,2025-11-04,put,117,0,0,0
2025-10-30,2025-11-05,call,117,0,3,0
2025-10-30,2025-11-05,put,117,0,0,0
2025-10-30,2025-11-06,call,117,0,1,0
2025-10-30,2025-11-06,put,117,0,0,0
2025-10-30,2025-11-07,call,158,0,1,0
2025-10-30,2025-11-07,put,158,0,0,0
2025-10-30,2025-11-10,call,107,0,0,0
2025-10-30,2025-11-10,put,107,0,3,0
2025-10-30,2025-11-11,call,107,0,1,0
2025-10-30,2025-11-11,put,107,0,4,0
2025-10-30,2025-11-12,call,107,0,1,0
2025-10-30,2025-11-12,put,107,0,3,0
2025-10-30,2025-11-13,call,30,0,8,0
2025-10-30,2025-11-13,put,30,0,9,0
2025-10-30,2025-11-14,call,147,0,2,0
2025-10-30,2025-11-14,put,147,0,0,0
2025-10-30,2025-11-21,call,178,0,3,0
2025-10-30,2025-11-21,put,178,0,0,0
2025-10-30,2025-11-28,call,240,0,3,0
2025-10-30,2025-11-28,put,240,0,0,0
2025-10-30,2025-12-05,call,115,0,7,0
2025-10-30,2025-12-05,put,115,0,3,0
2025-10-30,2025-12-12,call,29,0,0,0
2025-10-30,2025-12-12,put,29,0,0,0
2025-10-30,2025-12-19,call,235,0,7,0
2025-10-30,2025-12-19,put,235,0,0,0
2025-10-30,2025-12-31,call,230,0,9,0
2025-10-30,2025-12-31,put,230,0,0,0
2025-10-30,2026-01-16,call,127,0,17,0
2025-10-30,2026-01-16,put,127,0,4,0
2025-10-30,2026-01-30,call,219,0,4,0
2025-10-30,2026-01-30,put,219,0,0,0
2025-10-30,2026-02-20,call,94,0,13,0
2025-10-30,2026-02-20,put,94,0,0,0
2025-10-30,2026-02-27,call,155,0,1,0
2025-10-30,2026-02-27,put,155,0,0,0
2025-10-30,2026-03-20,call,122,0,6,0
2025-10-30,2026-03-20,put,122,0,0,0
2025-10-30,2026-03-31,call,161,0,0,0
2025-10-30,2026-03-31,put,161,0,0,0
2025-10-30,2026-04-30,call,158,0,0,0
2025-10-30,2026-04-30,put,158,0,0,0
2025-10-30,2026-06-18,call,126,0,0,0
2025-10-30,2026-06-18,put,126,0,0,0
2025-10-30,2026-06-30,call,163,0,0,0
2025-10-30,2026-06-30,put,163,0,0,0
2025-10-30,2026-09-18,call,121,0,0,0
2025-10-30,2026-09-18,put,121,0,0,0
2025-10-30,2026-09-30,call,162,0,0,0
2025-10-30,2026-09-30,put,162,0,0,0
2025-10-30,2026-12-18,call,145,0,0,0
2025-10-30,2026-12-18,put,145,0,0,0
2025-10-30,2027-01-15,call,161,0,0,0
2025-10-30,2027-01-15,put,161,0,0,0
2025-10-30,2027-03-19,call,132,0,0,0
2025-10-30,2027-03-19,put,132,0,0,0
2025-10-30,2027-06-17,call,163,0,0,0
2025-10-30,2027-06-17,put,163,0,0,0
2025-10-30,2027-12-17,call,167,0,0,0
2025-10-30,2027-12-17,put,167,0,0,0
2025-10-30,2028-01-21,call,167,0,0,0
2025-10-30,2028-01-21,put,167,0,0,0
2025-10-31,2025-10-31,call,267,0,5,0
2025-10-31,2025-10-31,put,267,0,5,0
2025-10-31,2025-11-03,call,117,0,9,0
2025-10-31,2025-11-03,put,117,0,8,0
2025-10-31,2025-11-04,call,117,0,11,0
2025-10-31,2025-11-04,put,117,0,4,0
2025-10-31,2025-11-05,call,117,0,12,0
2025-10-31,2025-11-05,put,117,0,2,0
2025-10-31,2025-11-06,call,117,0,10,0
2025-10-31,2025-11-06,put,117,0,0,0
2025-10-31,2025-11-07,call,158,0,2,0
2025-10-31,2025-11-07,put,158,0,0,0
2025-10-31,2025-11-10,call,107,0,2,0
2025-10-31,2025-11-10,put,107,0,1,0
2025-10-31,2025-11-11,call,107,0,5,0
2025-10-31,2025-11-11,put,107,0,2,0
2025-10-31,2025-11-12,call,107,0,5,0
2025-10-31,2025-11-12,put,107,0,3,0
2025-10-31,2025-11-13,call,105,0,4,0
2025-10-31,2025-11-13,put,105,0,4,0
2025-10-31,2025-11-14,call,147,0,4,0
2025-10-31,2025-11-14,put,147,0,1,0
2025-10-31,2025-11-21,call,178,0,7,0
2025-10-31,2025-11-21,put,178,0,0,0
2025-10-31,2025-11-28,call,240,0,4,0
2025-10-31,2025-11-28,put,240,0,0,0
2025-10-31,2025-12-05,call,115,0,7,0
2025-10-31,2025-12-05,put,115,0,2,0
2025-10-31,2025-12-12,call,103,0,9,0
2025-10-31,2025-12-12,put,103,0,2,0
2025-10-31,2025-12-19,call,235,0,8,0
2025-10-31,2025-12-19,put,235,0,0,0
2025-10-31,2025-12-31,call,230,0,11,0
2025-10-31,2025-12-31,put,230,0,0,0
2025-10-31,2026-01-16,call,127,0,21,0
2025-10-31,2026-01-16,put,127,0,10,0
2025-10-31,2026-01-30,call,219,0,5,0
2025-10-31,2026-01-30,put,219,0,0,0
2025-10-31,2026-02-20,call,94,0,21,0
2025-10-31,2026-02-20,put,94,0,6,0
2025-10-31,2026-02-27,call,155,0,19,0
2025-10-31,2026-02-27,put,155,0,4,0
2025-10-31,2026-03-20,call,122,0,16,0
2025-10-31,2026-03-20,put,122,0,5,0
2025-10-31,2026-03-31,call,161,0,16,0
2025-10-31,2026-03-31,put,161,0,0,0
2025-10-31,2026-04-30,call,158,0,9,0
2025-10-31,2026-04-30,put,158,0,0,0
2025-10-31,2026-06-18,call,126,0,2,0
2025-10-31,2026-06-18,put,126,0,0,0
2025-10-31,2026-06-30,call,163,0,0,0
2025-10-31,2026-06-30,put,163,0,0,0
2025-10-31,2026-09-18,call,121,0,0,0
2025-10-31,2026-09-18,put,121,0,0,0
2025-10-31,2026-09-30,call,162,0,0,0
2025-10-31,2026-09-30,put,162,0,0,0
2025-10-31,2026-12-18,call,145,0,0,0
2025-10-31,2026-12-18,put,145,0,0,0
2025-10-31,2027-01-15,call,191,0,0,0
2025-10-31,2027-01-15,put,191,0,0,0
2025-10-31,2027-03-19,call,132,0,0,0
2025-10-31,2027-03-19,put,132,0,0,0
2025-10-31,2027-06-17,call,193,0,0,0
2025-10-31,2027-06-17,put,193,0,0,0
2025-10-31,2027-12-17,call,197,0,0,0
2025-10-31,2027-12-17,put,197,0,0,0
2025-10-31,2028-01-21,call,197,0,0,0
2025-10-31,2028-01-21,put,197,0,0,0
